
METRICS:::	TS:0	NUM_POINTS:144	ALL_CLUSTERS:615	CLUSTERS_FILTERED:15	CLUSTERS_MERGED:4	AVG_GRID_COUNT:7.500000	
METRICS:::	TS:161	NUM_POINTS:105	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:162	NUM_POINTS:105	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:163	NUM_POINTS:105	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:164	NUM_POINTS:105	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:165	NUM_POINTS:105	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:166	NUM_POINTS:105	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:167	NUM_POINTS:105	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:168	NUM_POINTS:105	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:169	NUM_POINTS:105	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:170	NUM_POINTS:104	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:171	NUM_POINTS:104	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:172	NUM_POINTS:104	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:173	NUM_POINTS:104	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:174	NUM_POINTS:104	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:175	NUM_POINTS:103	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:176	NUM_POINTS:103	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:177	NUM_POINTS:102	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:178	NUM_POINTS:102	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:179	NUM_POINTS:102	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.500000	
METRICS:::	TS:180	NUM_POINTS:102	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:181	NUM_POINTS:102	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:182	NUM_POINTS:102	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.000000	
METRICS:::	TS:183	NUM_POINTS:102	ALL_CLUSTERS:0	CLUSTERS_FILTERED:6	CLUSTERS_MERGED:0	AVG_GRID_COUNT:5.000000	
METRICS:::	TS:184	NUM_POINTS:102	ALL_CLUSTERS:0	CLUSTERS_FILTERED:8	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.250000	
METRICS:::	TS:185	NUM_POINTS:102	ALL_CLUSTERS:0	CLUSTERS_FILTERED:10	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.000000	
METRICS:::	TS:186	NUM_POINTS:102	ALL_CLUSTERS:2	CLUSTERS_FILTERED:8	CLUSTERS_MERGED:1	AVG_GRID_COUNT:4.250000	
METRICS:::	TS:187	NUM_POINTS:102	ALL_CLUSTERS:16	CLUSTERS_FILTERED:9	CLUSTERS_MERGED:4	AVG_GRID_COUNT:4.750000	
METRICS:::	TS:188	NUM_POINTS:102	ALL_CLUSTERS:50	CLUSTERS_FILTERED:5	CLUSTERS_MERGED:5	AVG_GRID_COUNT:10.000000	
METRICS:::	TS:189	NUM_POINTS:102	ALL_CLUSTERS:6	CLUSTERS_FILTERED:9	CLUSTERS_MERGED:3	AVG_GRID_COUNT:4.750000	
METRICS:::	TS:190	NUM_POINTS:102	ALL_CLUSTERS:17	CLUSTERS_FILTERED:12	CLUSTERS_MERGED:2	AVG_GRID_COUNT:3.500000	
METRICS:::	TS:191	NUM_POINTS:101	ALL_CLUSTERS:0	CLUSTERS_FILTERED:7	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.250000	
METRICS:::	TS:192	NUM_POINTS:101	ALL_CLUSTERS:0	CLUSTERS_FILTERED:9	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.800000	
METRICS:::	TS:193	NUM_POINTS:101	ALL_CLUSTERS:0	CLUSTERS_FILTERED:6	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.500000	
METRICS:::	TS:194	NUM_POINTS:101	ALL_CLUSTERS:0	CLUSTERS_FILTERED:9	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.750000	
METRICS:::	TS:195	NUM_POINTS:101	ALL_CLUSTERS:0	CLUSTERS_FILTERED:9	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.666667	
METRICS:::	TS:196	NUM_POINTS:101	ALL_CLUSTERS:3	CLUSTERS_FILTERED:9	CLUSTERS_MERGED:1	AVG_GRID_COUNT:3.200000	
METRICS:::	TS:197	NUM_POINTS:101	ALL_CLUSTERS:0	CLUSTERS_FILTERED:8	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.500000	
METRICS:::	TS:198	NUM_POINTS:101	ALL_CLUSTERS:0	CLUSTERS_FILTERED:7	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.800000	
METRICS:::	TS:199	NUM_POINTS:101	ALL_CLUSTERS:2	CLUSTERS_FILTERED:10	CLUSTERS_MERGED:1	AVG_GRID_COUNT:4.333333	
METRICS:::	TS:200	NUM_POINTS:100	ALL_CLUSTERS:0	CLUSTERS_FILTERED:11	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.500000	
METRICS:::	TS:201	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:202	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:203	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:204	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.500000	
METRICS:::	TS:205	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.500000	
METRICS:::	TS:206	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.333333	
METRICS:::	TS:207	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.333333	
METRICS:::	TS:208	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:9	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:209	NUM_POINTS:99	ALL_CLUSTERS:3	CLUSTERS_FILTERED:11	CLUSTERS_MERGED:1	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:210	NUM_POINTS:99	ALL_CLUSTERS:5	CLUSTERS_FILTERED:6	CLUSTERS_MERGED:1	AVG_GRID_COUNT:4.333333	
METRICS:::	TS:211	NUM_POINTS:99	ALL_CLUSTERS:10	CLUSTERS_FILTERED:12	CLUSTERS_MERGED:2	AVG_GRID_COUNT:4.333333	
METRICS:::	TS:212	NUM_POINTS:99	ALL_CLUSTERS:21	CLUSTERS_FILTERED:11	CLUSTERS_MERGED:5	AVG_GRID_COUNT:4.250000	
METRICS:::	TS:213	NUM_POINTS:99	ALL_CLUSTERS:40	CLUSTERS_FILTERED:13	CLUSTERS_MERGED:4	AVG_GRID_COUNT:3.600000	
METRICS:::	TS:214	NUM_POINTS:99	ALL_CLUSTERS:23	CLUSTERS_FILTERED:9	CLUSTERS_MERGED:6	AVG_GRID_COUNT:5.666667	
METRICS:::	TS:215	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:3	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.000000	
METRICS:::	TS:216	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:6	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:217	NUM_POINTS:99	ALL_CLUSTERS:0	CLUSTERS_FILTERED:10	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.333333	
METRICS:::	TS:218	NUM_POINTS:97	ALL_CLUSTERS:0	CLUSTERS_FILTERED:9	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.500000	
METRICS:::	TS:219	NUM_POINTS:97	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:220	NUM_POINTS:97	ALL_CLUSTERS:0	CLUSTERS_FILTERED:6	CLUSTERS_MERGED:0	AVG_GRID_COUNT:5.000000	
METRICS:::	TS:221	NUM_POINTS:97	ALL_CLUSTERS:10	CLUSTERS_FILTERED:7	CLUSTERS_MERGED:3	AVG_GRID_COUNT:4.500000	
METRICS:::	TS:222	NUM_POINTS:97	ALL_CLUSTERS:0	CLUSTERS_FILTERED:2	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.428571	
METRICS:::	TS:223	NUM_POINTS:97	ALL_CLUSTERS:0	CLUSTERS_FILTERED:2	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.875000	
METRICS:::	TS:224	NUM_POINTS:97	ALL_CLUSTERS:2	CLUSTERS_FILTERED:8	CLUSTERS_MERGED:1	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:225	NUM_POINTS:97	ALL_CLUSTERS:0	CLUSTERS_FILTERED:8	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.600000	
METRICS:::	TS:226	NUM_POINTS:96	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.666667	
METRICS:::	TS:227	NUM_POINTS:96	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.333333	
METRICS:::	TS:228	NUM_POINTS:96	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.333333	
METRICS:::	TS:229	NUM_POINTS:95	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:230	NUM_POINTS:95	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.500000	
METRICS:::	TS:231	NUM_POINTS:95	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.333333	
METRICS:::	TS:232	NUM_POINTS:94	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:233	NUM_POINTS:94	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:234	NUM_POINTS:94	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:235	NUM_POINTS:94	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:236	NUM_POINTS:94	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:237	NUM_POINTS:94	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:238	NUM_POINTS:94	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:239	NUM_POINTS:94	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:240	NUM_POINTS:94	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:241	NUM_POINTS:93	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:242	NUM_POINTS:93	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:243	NUM_POINTS:93	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:244	NUM_POINTS:92	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:245	NUM_POINTS:92	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:246	NUM_POINTS:91	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.000000	
METRICS:::	TS:247	NUM_POINTS:91	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:8.000000	
METRICS:::	TS:248	NUM_POINTS:91	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:249	NUM_POINTS:91	ALL_CLUSTERS:3	CLUSTERS_FILTERED:11	CLUSTERS_MERGED:1	AVG_GRID_COUNT:6.000000	
METRICS:::	TS:250	NUM_POINTS:91	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.500000	
METRICS:::	TS:251	NUM_POINTS:90	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:252	NUM_POINTS:90	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:253	NUM_POINTS:90	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:254	NUM_POINTS:90	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:255	NUM_POINTS:89	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:256	NUM_POINTS:89	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:257	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:258	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.000000	
METRICS:::	TS:259	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:260	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:261	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:262	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:263	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:264	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:265	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:266	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:267	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:268	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:269	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:270	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:271	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:272	NUM_POINTS:87	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:273	NUM_POINTS:86	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:274	NUM_POINTS:86	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:275	NUM_POINTS:86	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:276	NUM_POINTS:85	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:277	NUM_POINTS:85	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:278	NUM_POINTS:85	ALL_CLUSTERS:3	CLUSTERS_FILTERED:2	CLUSTERS_MERGED:1	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:279	NUM_POINTS:85	ALL_CLUSTERS:0	CLUSTERS_FILTERED:4	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:280	NUM_POINTS:84	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.500000	
METRICS:::	TS:281	NUM_POINTS:84	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.500000	
METRICS:::	TS:282	NUM_POINTS:84	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:5.500000	
METRICS:::	TS:283	NUM_POINTS:84	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.500000	
METRICS:::	TS:284	NUM_POINTS:84	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.333333	
METRICS:::	TS:285	NUM_POINTS:84	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.500000	
METRICS:::	TS:286	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:287	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:288	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.000000	
METRICS:::	TS:289	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.000000	
METRICS:::	TS:290	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:6.000000	
METRICS:::	TS:291	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.500000	
METRICS:::	TS:292	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.500000	
METRICS:::	TS:293	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:294	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:295	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.000000	
METRICS:::	TS:296	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:7	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.000000	
METRICS:::	TS:297	NUM_POINTS:83	ALL_CLUSTERS:4	CLUSTERS_FILTERED:4	CLUSTERS_MERGED:1	AVG_GRID_COUNT:4.000000	
METRICS:::	TS:298	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:3.333333	
METRICS:::	TS:299	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:300	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:301	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:302	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:303	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:304	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:305	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:306	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:307	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:308	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:309	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:310	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:311	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:312	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:313	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:314	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:315	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:316	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:317	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:318	NUM_POINTS:83	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:319	NUM_POINTS:82	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:320	NUM_POINTS:82	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
